Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
331,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13762.804307796061;29578.58997038752;-15422.66932727024]
332,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12594.461652770638;29331.405088871717;-15146.952928677201]
332,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11566.855825126171;31220.980996072292;-13721.51998218894]
332,17,Playfight,Waiting Area,Adult,{},{},[27181.03654460609;43098.081527009606;-6204.727356286719]
332,16,Playfight,Waiting Area,Adult,{},{},[32448.06351722032;46348.357731863856;-973.2768625700846]
332,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13762.804307796061;29578.58997038752;-15422.66932727024]
333,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12594.461652770638;29331.405088871717;-15146.952928677201]
333,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11566.855825126171;31220.980996072292;-13721.51998218894]
333,17,Playfight,Waiting Area,Adult,{},{16},[21389.896218784153;43505.24532110989;-3771.6747629949823]
333,16,Playfight,Waiting Area,Adult,{},{17},[21295.525552988052;45430.52872514725;1265.8357133492827]
333,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13762.804307796061;29578.58997038752;-15422.66932727024]
334,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12594.461652770638;29331.405088871717;-15146.952928677201]
334,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11566.855825126171;31220.980996072292;-13721.51998218894]
334,17,Playfight,Waiting Area,Adult,{},{16},[20264.120710372925;43720.09028828144;-3013.1604933328927]
334,16,Playfight,Waiting Area,Adult,{},{17},[22012.371252819896;45529.90827438235;1539.3328360347077]
334,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
335,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12594.461652770638;29331.405088871717;-15146.952928677201]
335,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11566.855825126171;31220.980996072292;-13721.51998218894]
335,16,Playfight,Waiting Area,Adult,{},{},[18663.357493653893;44395.031289964914;-1130.1604551412165]
335,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
336,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12594.461652770638;29331.405088871717;-15146.952928677201]
336,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11566.855825126171;31220.980996072292;-13721.51998218894]
336,17,Playfight,Waiting Area,Adult,{16},{16},[22253.5727134943;46109.401304244995;2970.601173400879]
336,16,Playfight,Waiting Area,Adult,{17},{17},[20336.35772285983;45139.2030945383;1125.4142828251934]
336,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
337,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12594.461652770638;29331.405088871717;-15146.952928677201]
337,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11566.855825126171;31220.980996072292;-13721.51998218894]
337,17,Playfight,Waiting Area,Adult,{16},{16},[24055.840312063694;46277.34643355012;4401.321379779838]
337,16,Playfight,Waiting Area,Adult,{17},{17},[20532.228920571506;45742.24268144369;2710.6340274829417]
337,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
338,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12594.461652770638;29331.405088871717;-15146.952928677201]
338,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11566.855825126171;31220.980996072292;-13721.51998218894]
338,17,Playfight,Waiting Area,Adult,{16},{16},[20529.489245865494;46864.360705807805;5214.3773474683985]
338,16,Playfight,Waiting Area,Adult,{17},{17},[21890.0594108738;46748.17165850103;4458.253816029988]
338,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
339,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12594.461652770638;29331.405088871717;-15146.952928677201]
339,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11566.855825126171;31220.980996072292;-13721.51998218894]
339,17,Playfight,Waiting Area,Adult,{16},{16},[19448.7445589453;46882.190259456635;5511.534977763891]
339,16,Playfight,Waiting Area,Adult,{17},{17},[21866.947848346084;46793.88762031868;4584.178714978509]
339,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
340,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12594.461652770638;29331.405088871717;-15146.952928677201]
340,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11526.592120822519;31222.47536584735;-13713.703868076205]
340,17,Playfight,Waiting Area,Adult,{},{16},[17532.83439527452;46727.97233866155;5574.015502519906]
340,16,Playfight,Waiting Area,Adult,{},{17},[22193.784553050995;46889.580112457275;4743.488232016563]
340,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
341,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12594.461652770638;29331.405088871717;-15146.952928677201]
341,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11526.592120822519;31222.47536584735;-13713.703868076205]
341,17,Playfight,Waiting Area,Adult,{},{16},[15557.699369002134;46602.14228507131;4486.967927321792]
341,16,Playfight,Waiting Area,Adult,{},{17},[23323.792249195278;46655.742105573416;4771.973691629246]
341,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
342,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12594.461652770638;29331.405088871717;-15146.952928677201]
342,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11526.592120822519;31222.47536584735;-13713.703868076205]
342,17,Playfight,Waiting Area,Adult,{16},{16},[14396.040216386318;46514.53302192688;4550.739373207092]
342,16,Playfight,Waiting Area,Adult,{17},{17},[17338.434997022152;46157.455742031336;3238.2919218167663]
342,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
343,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12641.190595060587;29343.00763052702;-15161.238169819117]
343,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11526.592120822519;31222.47536584735;-13713.703868076205]
343,16,Playfight,Waiting Area,Adult,{},{},[14934.785579584539;46557.95616824925;4844.717512249015]
343,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
344,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12641.190595060587;29343.00763052702;-15161.238169819117]
344,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11526.592120822519;31222.47536584735;-13713.703868076205]
344,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
345,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12641.190595060587;29343.00763052702;-15161.238169819117]
345,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11526.592120822519;31222.47536584735;-13713.703868076205]
345,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
346,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12641.190595060587;29343.00763052702;-15161.238169819117]
346,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11526.592120822519;31222.47536584735;-13713.703868076205]
346,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
347,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12641.190595060587;29343.00763052702;-15161.238169819117]
347,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11483.623346328735;31223.739498138428;-13705.728649139404]
347,17,Playfight,Waiting Area,Adult,{},{},[50202.15782546997;51541.04720497131;32122.99635076523]
347,16,Playfight,Waiting Area,Adult,{},{},[38147.003847032785;49865.40426445007;25754.565802440047]
347,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
348,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12641.190595060587;29343.00763052702;-15161.238169819117]
348,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11483.623346328735;31223.739498138428;-13705.728649139404]
348,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
349,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12641.190595060587;29343.00763052702;-15161.238169819117]
349,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11483.623346328735;31223.739498138428;-13705.728649139404]
349,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
350,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12641.190595060587;29343.00763052702;-15161.238169819117]
350,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11483.623346328735;31223.739498138428;-13705.728649139404]
350,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
351,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12641.190595060587;29343.00763052702;-15161.238169819117]
351,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11483.623346328735;31223.739498138428;-13705.728649139404]
351,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13742.697703942657;29621.58823481202;-15391.571535661817]
352,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12641.190595060587;29343.00763052702;-15161.238169819117]
352,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11483.623346328735;31223.739498138428;-13705.728649139404]
352,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13786.150392213836;29626.064217837527;-15403.617964488454]
353,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12641.190595060587;29343.00763052702;-15161.238169819117]
353,10,Low sitting/standing (stationary),Foraging,Adult,{0;6},{0;6},[11483.623346328735;31223.739498138428;-13705.728649139404]
353,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13786.150392213836;29626.064217837527;-15403.617964488454]
354,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12686.510777175426;29349.907983630896;-15175.16495538503]
354,10,Moving,Foraging,Adult,{0;6},{0;6},[11278.941435039975;31142.66053417325;-13723.254254368134]
354,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13786.150392213836;29626.064217837527;-15403.617964488454]
355,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12686.510777175426;29349.907983630896;-15175.16495538503]
355,10,Moving,Foraging,Adult,{6},{0;6},[9058.523134871386;29806.440292306244;-14191.742889052257]
355,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13786.150392213836;29626.064217837527;-15403.617964488454]
356,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12731.058796584606;29357.308417454362;-15187.258798979223]
356,10,Moving,Foraging,Adult,{6},{0;6},[8997.761692516506;29648.014908254147;-14283.58436447382]
356,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13786.150392213836;29626.064217837527;-15403.617964488454]
357,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12731.058796584606;29357.308417454362;-15187.258798979223]
357,10,Moving,Foraging,Adult,{6},{0;6},[8984.04858610034;29611.101934492588;-14307.967289805412]
357,23,Low sitting/standing (stationary),Background,Adult,{},{},[68176.81241297722;45828.37048612535;-18261.621198929846]
357,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13786.150392213836;29626.064217837527;-15403.617964488454]
358,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12731.058796584606;29357.308417454362;-15187.258798979223]
358,10,Moving,Foraging,Adult,{6},{0;6},[8984.04858610034;29611.101934492588;-14307.967289805412]
358,23,Low sitting/standing (stationary),Background,Adult,{},{},[68068.84896878898;45815.8601353243;-18315.9024592638]
358,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13742.697703942657;29621.58823481202;-15391.571535661817]
359,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12731.058796584606;29357.308417454362;-15187.258798979223]
359,10,Moving,Foraging,Adult,{6},{0;6},[9010.515760362148;29574.400187134743;-14338.976600646973]
359,23,Low sitting/standing (stationary),Background,Adult,{},{},[68033.26628553867;45799.11167195812;-18384.338257512078]
359,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13742.697703942657;29621.58823481202;-15391.571535661817]
360,6,Lying/resting (stationary),Foraging,Adult,{0;10},{0;10},[12532.658195249736;29286.98991099745;-15157.689310390502]
360,10,Moving,Foraging,Adult,{6},{0;6},[9010.515760362148;29574.400187134743;-14338.976600646973]
360,23,Low sitting/standing (stationary),Background,Adult,{},{},[68007.60722759366;45788.790418840945;-18452.28650450334]
360,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13719.549965687096;29574.225961849093;-15410.6904790923]
361,6,Moving,Foraging,Adult,{0;10},{0;10},[12222.668323874474;29154.312757253647;-15161.267743349075]
361,10,Moving,Foraging,Adult,{6},{0;6},[9678.218455791473;29441.20025253296;-14455.36266040802]
361,23,Low sitting/standing (stationary),Background,Adult,{},{},[67984.80550585687;45778.90507654101;-18521.38420892507]
361,0,Lying/resting (stationary),Foraging,Adult,{6},{10;6},[13740.087284564972;29532.12510047108;-15440.66942660138]
362,6,Allogroom,Foraging,Adult,{0;10},{0;10},[11574.998501803726;29258.608600776643;-14938.84040456824]
362,10,Allogroom,Foraging,Adult,{0;6},{0;6},[10435.184409946203;29334.845949590206;-14647.363933563232]
362,23,Low sitting/standing (stationary),Background,Adult,{25},{25},[67831.3709152937;45743.092795580626;-18640.09084826708]
362,25,Moving,Background,Adult,{23},{23},[67899.53109969199;45313.60904344171;-20830.634063038975]
362,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13762.804307796061;29578.58997038752;-15422.66932727024]
363,6,Moving,Foraging,Adult,{0},{0},[11549.771465606987;29386.434805706143;-14857.642297923565]
363,25,High sitting/standing (Vigilant),Background,Adult,{},{},[69094.41042336822;45502.746638700366;-19936.597727276385]
363,0,Lying/resting (stationary),Foraging,Adult,{6},{6},[13808.614200130105;29585.020605888218;-15434.477815205231]
364,6,Moving,Foraging,Adult,{0},{0},[11121.25510832481;29625.602111715823;-14655.134893907234]
364,25,High sitting/standing (Vigilant),Background,Adult,{},{},[69021.02801254392;45534.17887878418;-19715.14622327313]
364,0,Lying/resting (stationary),Foraging,Adult,{6},{6},[13808.614200130105;29585.020605888218;-15434.477815205231]
365,6,Moving,Foraging,Adult,{0},{0},[10249.511702561751;30074.44173262641;-14235.033803995699]
365,25,High sitting/standing (Vigilant),Background,Adult,{},{},[68993.09186553955;45558.56177520752;-19641.888710975647]
365,0,Lying/resting (stationary),Foraging,Adult,{6},{6},[13855.306470751762;29591.309442281723;-15447.659719347954]
366,6,Moving,Foraging,Adult,{10},{0;10},[9550.962798049673;29938.423729714006;-14171.68346513249]
366,10,Moving,Foraging,Adult,{0;6},{0;6},[11313.260030463338;29222.904416896403;-14910.94649411738]
366,25,High sitting/standing (Vigilant),Background,Adult,{},{},[68993.09186553955;45558.56177520752;-19641.888710975647]
366,0,Lying/resting (stationary),Foraging,Adult,{10},{10;6},[13878.278673142195;29637.91234470904;-15428.166166745126]
367,6,Moving,Foraging,Adult,{10},{0;10},[8754.548696283251;29953.252873193473;-14067.368101509288]
367,10,Moving,Foraging,Adult,{0;6},{0;6},[11313.260030463338;29222.904416896403;-14910.94649411738]
367,23,Low sitting/standing (stationary),Background,Adult,{25},{25},[67032.86758828163;45701.366100370884;-18593.237192720175]
367,25,High sitting/standing (Vigilant),Background,Adult,{23},{23},[68993.09186553955;45558.56177520752;-19641.888710975647]
367,0,Lying/resting (stationary),Foraging,Adult,{10},{10;6},[13878.278673142195;29637.91234470904;-15428.166166745126]
368,6,Moving,Foraging,Adult,{10},{0;10},[8529.207694977522;29778.982326328754;-14163.7269693017]
368,10,Moving,Foraging,Adult,{0;6},{0;6},[11313.260030463338;29222.904416896403;-14910.94649411738]
368,23,Low sitting/standing (stationary),Background,Adult,{},{},[66704.78778028488;45664.25634688139;-18760.788067907095]
368,0,Lying/resting (stationary),Foraging,Adult,{10},{10;6},[13878.278673142195;29637.91234470904;-15428.166166745126]
369,6,Moving,Foraging,Adult,{10},{0;10},[7925.43856915459;29860.81881385669;-14043.566772584803]
369,10,Groom,Foraging,Adult,{0;6},{0;6},[11313.260030463338;29222.904416896403;-14910.94649411738]
369,23,Low sitting/standing (stationary),Background,Adult,{},{},[66595.4860034585;45613.19954439998;-19031.080874457955]
369,0,Lying/resting (stationary),Foraging,Adult,{10},{10;6},[13878.278673142195;29637.91234470904;-15428.166166745126]
370,6,Moving,Foraging,Adult,{},{10},[5971.799153687432;28257.007562980056;-14926.634070962667]
370,10,Groom,Foraging,Adult,{0},{0;6},[11313.260030463338;29222.904416896403;-14910.94649411738]
370,23,Low sitting/standing (stationary),Background,Adult,{},{},[66434.72076377273;45616.12187252194;-19007.38042185828]
370,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
371,6,Moving,Foraging,Adult,{},{10},[5049.27020925656;27772.796254564077;-15179.814703188837]
371,10,Groom,Foraging,Adult,{0},{0;6},[11374.463141273707;29270.074328370392;-14901.0949501805]
371,23,Low sitting/standing (stationary),Background,Adult,{},{},[66351.73642396927;45615.25995993614;-18994.41882431507]
371,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
372,6,Raised Guarding (Vigilant),Foraging,Adult,{},{10},[4871.9206528663635;27919.940019607544;-15059.004331588745]
372,10,Groom,Foraging,Adult,{0},{0;6},[11395.248962655663;29315.525312632322;-14881.064846605062]
372,23,Low sitting/standing (stationary),Background,Adult,{},{},[66259.14137424529;45609.43561768532;-18981.250256817788]
372,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
373,6,Raised Guarding (Vigilant),Foraging,Adult,{},{10},[4916.814044726081;27949.41249788925;-15039.84098390676]
373,10,Groom,Foraging,Adult,{0},{0;6},[11457.0682828594;29365.992491122335;-14872.887648459524]
373,23,Low sitting/standing (stationary),Background,Adult,{},{},[66169.31550782919;45603.16981523484;-18965.834124902263]
373,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
374,6,Raised Guarding (Vigilant),Foraging,Adult,{},{10},[4880.593721568584;27951.553195908666;-15034.19786695391]
374,10,Groom,Foraging,Adult,{0},{0;6},[11513.687379866838;29400.558013141155;-14856.565776973963]
374,23,Low sitting/standing (stationary),Background,Adult,{},{},[66088.09572482109;45605.28202491999;-18953.89951401949]
374,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
375,6,Raised Guarding (Vigilant),Foraging,Adult,{},{10},[4880.593721568584;27951.553195908666;-15034.19786695391]
375,10,Groom,Foraging,Adult,{0},{0;6},[11513.687379866838;29400.558013141155;-14856.565776973963]
375,23,Low sitting/standing (stationary),Background,Adult,{},{},[66009.27356266975;45606.76205122471;-18944.206128835678]
375,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
376,6,Raised Guarding (Vigilant),Foraging,Adult,{},{10},[4880.593721568584;27951.553195908666;-15034.19786695391]
376,10,Groom,Foraging,Adult,{0},{0;6},[11549.771465606987;29386.434805706143;-14857.642297923565]
376,23,Low sitting/standing (stationary),Background,Adult,{},{},[65900.32972943783;45594.37210355699;-18997.531939558685]
376,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
377,6,Raised Guarding (Vigilant),Foraging,Adult,{},{10},[4880.593721568584;27951.553195908666;-15034.19786695391]
377,10,Groom,Foraging,Adult,{0},{0;6},[11528.658789144829;29340.887651007622;-14877.81333457306]
377,23,Low sitting/standing (stationary),Background,Adult,{},{},[65811.05919986963;45591.0474887006;-18985.554069353268]
377,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
378,6,Raised Guarding (Vigilant),Foraging,Adult,{},{10},[4880.593721568584;27951.553195908666;-15034.19786695391]
378,10,Groom,Foraging,Adult,{0},{0;6},[11493.63411295414;29261.951254606247;-14922.766383469105]
378,23,Low sitting/standing (stationary),Background,Adult,{},{},[66516.71272975206;45617.030047141016;-19019.86217687279]
378,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
379,6,Raised Guarding (Vigilant),Foraging,Adult,{},{10},[4880.593721568584;27951.553195908666;-15034.19786695391]
379,10,Groom,Foraging,Adult,{0},{0;6},[11550.426935432479;29296.932187259197;-14906.616740185767]
379,23,Low sitting/standing (stationary),Background,Adult,{},{},[66374.01903167367;45624.57221394777;-18926.535786099732]
379,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
380,6,Raised Guarding (Vigilant),Foraging,Adult,{},{10},[4880.593721568584;27951.553195908666;-15034.19786695391]
380,10,Groom,Foraging,Adult,{0},{0;6},[11550.426935432479;29296.932187259197;-14906.616740185767]
380,23,Low sitting/standing (stationary),Background,Adult,{},{},[66149.4838771224;45634.988040715456;-18821.6357691586]
380,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
381,6,Raised Guarding (Vigilant),Foraging,Adult,{},{10},[4880.593721568584;27951.553195908666;-15034.19786695391]
381,10,Groom,Foraging,Adult,{0},{0;6},[11550.426935432479;29296.932187259197;-14906.616740185767]
381,23,Low sitting/standing (stationary),Background,Adult,{},{},[65493.70516049862;45638.751972422004;-18653.455801472068]
381,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
382,6,Raised Guarding (Vigilant),Foraging,Adult,{},{10},[4880.593721568584;27951.553195908666;-15034.19786695391]
382,10,Groom,Foraging,Adult,{0},{0;6},[11550.426935432479;29296.932187259197;-14906.616740185767]
382,23,Moving,Background,Adult,{},{},[67071.65468204021;45720.78856998682;-18529.372782111168]
382,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
383,6,Raised Guarding (Vigilant),Foraging,Adult,{},{10},[4880.593721568584;27951.553195908666;-15034.19786695391]
383,10,Groom,Foraging,Adult,{0},{0;6},[11550.426935432479;29296.932187259197;-14906.616740185767]
383,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
384,6,Raised Guarding (Vigilant),Foraging,Adult,{},{10},[4880.593721568584;27951.553195908666;-15034.19786695391]
384,10,Groom,Foraging,Adult,{0},{0;6},[11550.426935432479;29296.932187259197;-14906.616740185767]
384,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
385,6,Raised Guarding (Vigilant),Foraging,Adult,{},{10},[4880.593721568584;27951.553195908666;-15034.19786695391]
385,10,Groom,Foraging,Adult,{0},{0;6},[11550.426935432479;29296.932187259197;-14906.616740185767]
385,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
386,6,Raised Guarding (Vigilant),Foraging,Adult,{},{10},[4880.593721568584;27951.553195908666;-15034.19786695391]
386,10,Groom,Foraging,Adult,{0},{0;6},[11550.426935432479;29296.932187259197;-14906.616740185767]
386,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
387,6,Moving,Foraging,Adult,{},{10},[5334.283638922498;29013.07853177935;-14340.572584308684]
387,10,Groom,Foraging,Adult,{0},{0;6},[11550.426935432479;29296.932187259197;-14906.616740185767]
387,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
388,6,Moving,Foraging,Adult,{10},{0;10},[9758.297956643626;30894.0549277924;-13645.04444860667]
388,10,Groom,Foraging,Adult,{0;6},{0;6},[11550.426935432479;29296.932187259197;-14906.616740185767]
388,0,Lying/resting (stationary),Foraging,Adult,{10},{10;6},[13878.278673142195;29637.91234470904;-15428.166166745126]
389,6,Moving,Foraging,Adult,{0;10},{0;10},[14345.996641332284;31509.905855791643;-14253.589252676815]
389,10,Groom,Foraging,Adult,{0;6},{0;6},[11550.426935432479;29296.932187259197;-14906.616740185767]
389,0,Lying/resting (stationary),Foraging,Adult,{10;6},{10;6},[13878.278673142195;29637.91234470904;-15428.166166745126]
390,6,Moving,Foraging,Adult,{},{0;10},[17992.51580929756;32519.25945407152;-15116.871661156416]
390,10,Groom,Foraging,Adult,{0},{0;6},[11550.426935432479;29296.932187259197;-14906.616740185767]
390,0,Lying/resting (stationary),Foraging,Adult,{10},{10;6},[13878.278673142195;29637.91234470904;-15428.166166745126]
391,10,Groom,Foraging,Adult,{0},{0},[11568.462141424417;29336.37222403288;-14884.138526290655]
391,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
392,10,Groom,Foraging,Adult,{0},{0},[11568.462141424417;29336.37222403288;-14884.138526290655]
392,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
393,10,Groom,Foraging,Adult,{0},{0},[11568.462141424417;29336.37222403288;-14884.138526290655]
393,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
394,10,Groom,Foraging,Adult,{0},{0},[11568.462141424417;29336.37222403288;-14884.138526290655]
394,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
395,10,Groom,Foraging,Adult,{0},{0},[11589.29005233571;29382.693723656237;-14865.396129596978]
395,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
396,10,Groom,Foraging,Adult,{0},{0},[11629.591256523505;29383.500597212464;-14874.088662389666]
396,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
397,10,Groom,Foraging,Adult,{0},{0},[11629.591256523505;29383.500597212464;-14874.088662389666]
397,0,Lying/resting (stationary),Foraging,Adult,{10},{10},[13878.278673142195;29637.91234470904;-15428.166166745126]
398,10,Groom,Foraging,Adult,{0},{0;28},[11629.591256523505;29383.500597212464;-14874.088662389666]
398,28,Moving,Foraging,Adult,{0},{0;10},[15530.00990632549;31708.09070212394;-14484.069735851139]
398,0,Lying/resting (stationary),Foraging,Adult,{10;28},{10;28},[13878.278673142195;29637.91234470904;-15428.166166745126]
399,10,Groom,Foraging,Adult,{0;28},{0;28},[11651.793664574623;29430.551801919937;-14855.76188492775]
399,28,Moving,Foraging,Adult,{0;10},{0;10},[11566.855825126171;31220.980996072292;-13721.51998218894]
