Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
106,1,Moving,Waiting Area,Adult,{},{},[26034.102907270193;42007.28762564063;-7921.544126703404]
106,3,Lying/resting (stationary),Background,Adult,{},{},[35929.15325698629;38623.11496455595;-28780.96306488663]
107,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
107,0,Foraging,Foraging,Adult,{6},{6},[9179.391713522375;30663.555201157928;-13706.208998735994]
107,1,Moving,Waiting Area,Adult,{},{},[28365.76380622387;42677.17794114351;-7381.118153445423]
107,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
108,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
108,0,Foraging,Foraging,Adult,{6},{6},[9371.428685759194;30739.866320228204;-13685.805715922266]
108,1,Moving,Waiting Area,Adult,{},{},[28550.0988798365;42739.11604043841;-7301.730236491188]
108,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
109,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
109,0,Foraging,Foraging,Adult,{6},{6},[9329.918558396399;30737.76135545224;-13676.668564941734]
109,1,Moving,Waiting Area,Adult,{},{},[29808.85719129443;43430.58974176645;-6437.4068371504545]
109,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
110,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
110,0,Foraging,Foraging,Adult,{6},{6},[9287.808983922005;30733.267264842987;-13667.964791893959]
110,1,Moving,Waiting Area,Adult,{},{},[33953.915606983006;45085.202364489436;-4869.435570857488]
110,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
111,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
111,0,Foraging,Foraging,Adult,{6},{6},[9287.808983922005;30733.267264842987;-13667.964791893959]
111,1,Dig burrow,Waiting Area,Adult,{},{},[34676.380361676216;45396.97162288427;-4663.393145315349]
111,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
112,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
112,0,Foraging,Foraging,Adult,{6},{6},[9247.42005982995;30731.960032224655;-13658.630100488663]
112,1,Dig burrow,Waiting Area,Adult,{},{},[34859.45093750954;45439.52817039192;-4686.8624244797975]
112,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
113,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
113,0,Foraging,Foraging,Adult,{6},{6},[9207.694658169523;30733.49733928591;-13651.613757295534]
113,1,Dig burrow,Waiting Area,Adult,{},{},[35033.83856213093;45469.54354535788;-4711.365352125838]
113,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
114,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
114,0,Foraging,Foraging,Adult,{6},{6},[9168.739371240139;30736.9760324955;-13644.956593096256]
114,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
115,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
115,0,Foraging,Foraging,Adult,{6},{6},[9126.308798022568;30739.02061162889;-13638.965160876513]
115,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
116,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
116,0,Foraging,Foraging,Adult,{6},{6},[9142.296672610566;30779.557869032025;-13614.829045331106]
116,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
117,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
117,0,Foraging,Foraging,Adult,{6},{6},[9104.97305738926;30789.429728269577;-13610.969913065434]
117,1,Moving,Waiting Area,Adult,{},{},[35185.524517059326;45478.96850860119;-4792.3174191862345]
117,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
118,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
118,0,Foraging,Foraging,Adult,{6},{6},[9067.089196889661;30797.655270101503;-13607.877831226215]
118,1,Moving,Waiting Area,Adult,{},{},[38248.238491773605;46681.95691514015;-3477.5578001886606]
118,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
119,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
119,0,Foraging,Foraging,Adult,{6},{6},[9104.97305738926;30789.429728269577;-13610.969913065434]
119,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
120,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
120,0,Foraging,Foraging,Adult,{6},{6},[9168.739371240139;30736.9760324955;-13644.956593096256]
120,1,Moving,Background,Adult,{},{},[67802.93041372299;48408.4793009758;-1394.0440969243646]
120,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
121,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
121,0,Foraging,Foraging,Adult,{6},{6},[9287.808983922005;30733.267264842987;-13667.964791893959]
121,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
122,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
122,0,Foraging,Foraging,Adult,{6},{6},[9287.808983922005;30733.267264842987;-13667.964791893959]
122,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
123,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
123,0,Foraging,Foraging,Adult,{6},{6},[9247.42005982995;30731.960032224655;-13658.630100488663]
123,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
124,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
124,0,Foraging,Foraging,Adult,{6},{6},[9221.47194895707;30771.4250401482;-13626.147432716563]
124,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
125,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
125,0,Foraging,Foraging,Adult,{6},{6},[9182.783466657624;30776.276018038392;-13620.087533770129]
125,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
126,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
126,0,Foraging,Foraging,Adult,{6},{6},[9142.296672610566;30779.557869032025;-13614.829045331106]
126,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
127,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
127,0,Foraging,Foraging,Adult,{6},{6},[9104.97305738926;30789.429728269577;-13610.969913065434]
127,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
128,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
128,0,Foraging,Foraging,Adult,{6},{6},[9028.276279572397;30802.609669454396;-13603.339593604207]
128,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
129,6,Lying/resting (stationary),Foraging,Adult,{},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
129,0,Foraging,Foraging,Adult,{},{6},[9004.805304441601;30852.843899913132;-13574.20739389956]
129,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
130,6,Lying/resting (stationary),Foraging,Adult,{},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
130,0,Foraging,Foraging,Adult,{},{6},[8964.70804585889;30856.743573140353;-13568.297658728436]
130,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
131,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
131,0,Foraging,Foraging,Adult,{6},{6},[9120.046270608902;30831.409550189972;-13587.140750288963]
131,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
132,6,Lying/resting (stationary),Foraging,Adult,{0},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
132,0,Foraging,Foraging,Adult,{6},{6},[9082.683428709395;30842.410786913708;-13585.251031853259]
132,3,Lying/resting (stationary),Background,Adult,{},{},[35924.66522336751;38615.7572882697;-28842.70248631388]
133,6,Lying/resting (stationary),Foraging,Adult,{},{0},[12341.74915646296;29231.393768880516;-15134.29280735366]
