Time,ID,Behaviour,Zone,Close_neighbours,Distant_neighbours
425,60,Foraging,Foraging,{66},{61;63;66;58;59;65}
425,61,Interacting with foreign object,Foraging,{66;62;65},{66;62;63;60;65}
425,62,Foraging,Foraging,{61;65},{66;61;65}
425,63,Interacting with foreign object,Foraging,{59},{61;66;59;60;65}
425,65,Foraging,Foraging,{66;62;61},{61;66;62;63;60}
425,66,Interacting with foreign object,Foraging,{61;60;65},{61;62;63;60;65}
426,24,Raised Guarding (Vigilant),Background,{},{}
426,58,Moving,Foraging,{60},{66;59;60;63}
426,59,Dig burrow,Waiting Area,{63},{58;60;63}
426,60,Foraging,Foraging,{66;58},{61;63;66;58;59;65}
426,61,Interacting with foreign object,Foraging,{66;62;65},{66;62;63;60;65}
426,62,Foraging,Foraging,{61;65},{66;61;65}
426,63,Interacting with foreign object,Foraging,{59},{61;66;58;59;60;65}
426,65,Foraging,Foraging,{66;62;61},{61;66;62;63;60}
426,66,Interacting with foreign object,Foraging,{61;60;65},{61;62;58;63;60;65}
427,24,Raised Guarding (Vigilant),Background,{},{}
427,58,Foraging,Foraging,{60},{63;66;59;60;65}
427,59,Dig burrow,Waiting Area,{63},{58;65;60;63}
427,60,Foraging,Foraging,{66;58},{63;66;58;59;65}
427,62,Foraging,Foraging,{66},{66;65}
427,63,Interacting with foreign object,Foraging,{59;65},{66;58;59;60;65}
427,65,Foraging,Foraging,{63},{63;66;62;58;59;60}
427,66,Interacting with foreign object,Foraging,{62;60},{62;58;63;60;65}
428,24,Raised Guarding (Vigilant),Background,{},{}
428,58,Foraging,Foraging,{66;60},{63;66;62;59;60;65}
428,59,Dig burrow,Waiting Area,{63},{58;60;63}
428,60,Foraging,Foraging,{58},{63;66;58;59;65}
428,62,Moving,Foraging,{66;65},{66;58;65}
428,63,Interacting with foreign object,Foraging,{59},{66;58;59;60;65}
428,65,Foraging,Foraging,{66;62},{66;62;58;63;60}
428,66,Interacting with foreign object,Foraging,{62;58;65},{62;58;63;60;65}
429,24,Raised Guarding (Vigilant),Background,{},{}
429,58,Foraging,Foraging,{66;60},{63;66;62;59;60;65}
429,59,Dig burrow,Waiting Area,{63},{58;60;63}
429,60,Foraging,Foraging,{58},{63;66;62;58;59;65}
429,62,Moving,Foraging,{66;65},{66;58;63;60;65}
429,63,Interacting with foreign object,Foraging,{59},{66;62;58;59;60;65}
429,65,Foraging,Foraging,{66;62},{66;62;58;63;60}
429,66,Interacting with foreign object,Foraging,{62;58;65},{62;58;63;60;65}
430,24,Raised Guarding (Vigilant),Background,{},{}
430,58,Foraging,Foraging,{60},{63;66;62;59;60;65}
430,59,Dig burrow,Waiting Area,{63},{58;60;63}
430,60,Foraging,Foraging,{58},{63;66;62;58;59;65}
430,62,Interacting with foreign object,Foraging,{66;65},{66;58;63;60;65}
430,63,Interacting with foreign object,Foraging,{59},{66;62;58;59;60;65}
430,65,Foraging,Foraging,{66;62},{66;62;58;63;60}
430,66,Interacting with foreign object,Foraging,{62;65},{62;58;63;60;65}
431,24,Raised Guarding (Vigilant),Background,{},{}
431,58,Foraging,Foraging,{60},{63;66;62;59;60;65}
431,59,Dig burrow,Waiting Area,{63},{58;60;63}
431,60,Foraging,Foraging,{58},{63;66;62;58;59;65}
431,62,Interacting with foreign object,Foraging,{66;65},{66;58;63;60;65}
431,63,Interacting with foreign object,Foraging,{59},{66;62;58;59;60;65}
431,65,Foraging,Foraging,{66;62},{66;62;58;63;60}
431,66,Interacting with foreign object,Foraging,{62;65},{62;58;63;60;65}
432,24,Raised Guarding (Vigilant),Background,{},{}
432,58,Foraging,Foraging,{60},{63;66;62;59;60;65}
432,59,Foraging,Waiting Area,{63},{58;60;63}
432,60,Foraging,Foraging,{58},{63;66;62;58;59;65}
432,62,Moving,Foraging,{66;65},{66;58;63;60;65}
432,63,Interacting with foreign object,Foraging,{59},{66;62;58;59;60;65}
432,65,Foraging,Foraging,{66;62},{66;62;58;63;60}
432,66,Interacting with foreign object,Foraging,{62;65},{62;58;63;60;65}
433,24,Raised Guarding (Vigilant),Background,{},{}
433,58,Foraging,Foraging,{60},{63;66;62;59;60;65}
433,59,Foraging,Waiting Area,{63},{58;60;63}
433,60,Moving,Foraging,{58},{63;66;62;58;59;65}
433,62,Foraging,Foraging,{66;65},{66;58;63;60;65}
433,63,Interacting with foreign object,Foraging,{59},{66;62;58;59;60;65}
433,65,Foraging,Foraging,{66;62},{66;62;58;63;60}
433,66,Interacting with foreign object,Foraging,{62;65},{62;58;63;60;65}
434,24,Raised Guarding (Vigilant),Background,{},{}
434,58,Foraging,Foraging,{60},{63;66;62;59;60;65}
434,59,Foraging,Waiting Area,{63},{58;65;60;63}
434,60,Foraging,Foraging,{58},{63;66;62;58;59;65}
434,62,Foraging,Foraging,{66;65},{66;58;60;65}
434,63,Interacting with foreign object,Foraging,{59},{66;58;59;60;65}
434,65,Foraging,Foraging,{66;62},{63;66;62;58;59;60}
434,66,Interacting with foreign object,Foraging,{62;65},{62;58;63;60;65}
435,24,Raised Guarding (Vigilant),Background,{},{}
435,58,Foraging,Foraging,{60},{63;66;62;59;60;65}
435,59,Foraging,Foraging,{63},{58;65;60;63}
435,60,Foraging,Foraging,{66;58},{63;66;62;58;59;65}
435,62,Foraging,Foraging,{66;65},{66;58;60;65}
435,63,Interacting with foreign object,Foraging,{59;65},{66;58;59;60;65}
435,65,Dig burrow,Foraging,{66;62;63},{63;66;62;58;59;60}
435,66,Interacting with foreign object,Foraging,{62;60;65},{62;58;63;60;65}
436,24,Raised Guarding (Vigilant),Background,{},{}
436,58,Foraging,Foraging,{60},{63;66;62;59;60;65}
436,59,Foraging,Foraging,{63},{58;60;63}
436,60,Interacting with foreign object,Foraging,{66;58;65},{63;66;62;58;59;65}
436,62,Foraging,Foraging,{66;65},{66;58;60;65}
436,63,Interacting with foreign object,Foraging,{59},{66;58;59;60;65}
436,65,Foraging,Foraging,{66;62;60},{66;62;58;63;60}
436,66,Interacting with foreign object,Foraging,{62;60;65},{62;58;63;60;65}
437,24,Raised Guarding (Vigilant),Background,{},{}
437,58,Foraging,Foraging,{60},{63;66;62;59;60;65}
437,59,Foraging,Foraging,{63},{58;60;63}
437,60,Dig burrow,Foraging,{66;58;65},{63;66;62;58;59;65}
437,62,Foraging,Foraging,{66;65},{66;58;60;65}
437,63,Interacting with foreign object,Foraging,{59},{66;58;59;60;65}
437,65,Dig burrow,Foraging,{66;62;60},{66;62;58;63;60}
437,66,Interacting with foreign object,Foraging,{62;60;65},{62;58;63;60;65}
438,24,Raised Guarding (Vigilant),Background,{},{}
438,58,Interacting with foreign object,Foraging,{66;60},{63;66;62;59;60;65}
438,59,Foraging,Foraging,{63},{58;65;60;63}
438,60,Dig burrow,Foraging,{66;58},{63;66;62;58;59;65}
438,62,Foraging,Foraging,{66},{66;58;60;65}
438,63,Interacting with foreign object,Foraging,{59;65},{66;58;59;60;65}
438,65,Foraging,Foraging,{66;63},{63;66;62;58;59;60}
438,66,Interacting with foreign object,Foraging,{62;58;60;65},{62;58;63;60;65}
439,24,Moving,Background,{},{}
439,58,Interacting with foreign object,Foraging,{66;60},{66;62;63;60;65}
439,60,Interacting with foreign object,Foraging,{66;58},{66;62;58;63;65}
439,62,Foraging,Foraging,{66},{66;58;60;65}
439,63,Interacting with foreign object,Foraging,{65},{66;58;60;65}
439,65,Foraging,Foraging,{63},{66;62;58;63;60}
439,66,Interacting with foreign object,Foraging,{62;58;60},{62;58;63;60;65}
440,24,Moving,Background,{},{}
440,58,Interacting with foreign object,Foraging,{66;60},{66;62;63;60;65}
440,60,Interacting with foreign object,Foraging,{66;58},{66;62;58;63;65}
440,62,Foraging,Foraging,{66},{66;58;60;65}
440,63,Interacting with foreign object,Foraging,{65},{66;58;60;65}
440,65,Interacting with foreign object,Foraging,{63},{66;62;58;63;60}
440,66,Interacting with foreign object,Foraging,{62;58;60},{62;58;63;60;65}
441,24,Moving,Background,{},{}
441,58,Interacting with foreign object,Foraging,{66;60},{66;62;63;60;65}
441,60,Interacting with foreign object,Foraging,{66;58},{66;62;58;63;65}
441,62,Foraging,Foraging,{66},{66;58;60;65}
441,63,Interacting with foreign object,Foraging,{65},{66;58;60;65}
441,65,Interacting with foreign object,Foraging,{63},{66;62;58;63;60}
441,66,Interacting with foreign object,Foraging,{62;58;60},{62;58;63;60;65}
442,24,Raised Guarding (Vigilant),Background,{},{}
442,58,Interacting with foreign object,Foraging,{66;60},{66;62;63;60;65}
442,60,Interacting with foreign object,Foraging,{66;58},{66;62;58;63;65}
442,62,Foraging,Foraging,{66},{66;58;60;65}
442,63,Interacting with foreign object,Foraging,{65},{66;58;60;65}
442,65,Interacting with foreign object,Foraging,{63},{66;62;58;63;60}
442,66,Interacting with foreign object,Foraging,{62;58;60},{62;58;63;60;65}
443,24,Raised Guarding (Vigilant),Background,{},{}
443,58,Interacting with foreign object,Foraging,{66;67;63;60},{66;67;62;63;60;65}
443,60,Interacting with foreign object,Foraging,{66;67;58;63},{66;67;62;58;63;65}
443,62,Foraging,Foraging,{66;67},{66;67;58;63;60;65}
443,63,Interacting with foreign object,Foraging,{67;58;60;65},{66;67;62;58;60;65}
443,65,Foraging,Foraging,{63},{66;67;62;58;63;60}
443,66,Interacting with foreign object,Foraging,{62;67;58;60},{67;62;58;63;60;65}
443,67,Interacting with foreign object,Foraging,{66;62;58;63;60},{66;62;58;63;60;65}
444,24,Raised Guarding (Vigilant),Background,{},{}
444,58,Interacting with foreign object,Foraging,{66;67;63;60},{66;68;67;62;63;60;65}
444,60,Interacting with foreign object,Foraging,{66;67;58;63},{66;68;67;62;58;63;65}
444,62,Foraging,Foraging,{66;67},{66;67;58;63;60;65}
444,63,Interacting with foreign object,Foraging,{66;67;58;60},{66;68;67;62;58;60;65}
444,65,Foraging,Foraging,{68},{66;68;67;62;58;63;60}
444,66,Interacting with foreign object,Foraging,{67;62;58;63;60},{68;67;62;58;63;60;65}
444,67,Interacting with foreign object,Foraging,{66;62;58;63;60},{66;68;62;58;63;60;65}
444,68,Foraging,Waiting Area,{65},{66;67;58;63;60;65}
445,24,Raised Guarding (Vigilant),Background,{},{}
445,58,Foraging,Foraging,{66;67;60},{66;68;67;62;63;60;65}
445,60,Interacting with foreign object,Foraging,{66;67;58},{66;68;67;62;58;63;65}
445,62,Foraging,Foraging,{66;67},{66;67;58;60;65}
445,63,Foraging,Foraging,{68},{68;67;58;60;65}
445,65,Foraging,Foraging,{68},{66;68;67;62;58;63;60}
445,66,Interacting with foreign object,Foraging,{62;67;58;60},{68;67;62;58;60;65}
445,67,Interacting with foreign object,Foraging,{66;62;58;60},{66;68;62;58;63;60;65}
445,68,Foraging,Waiting Area,{63;65},{66;67;58;63;60;65}
446,24,Raised Guarding (Vigilant),Background,{},{}
446,58,Foraging,Foraging,{66;67;60},{66;68;67;62;63;60;65}
446,60,Foraging,Foraging,{66;67;58},{66;68;67;62;58;63;65}
446,62,Foraging,Foraging,{66;67},{66;67;58;60;65}
446,63,Foraging,Waiting Area,{68},{68;58;60;65}
446,65,Foraging,Foraging,{68},{66;68;67;62;58;63;60}
446,66,Interacting with foreign object,Foraging,{62;67;58;60},{68;67;62;58;60;65}
446,67,Interacting with foreign object,Foraging,{66;62;58;60},{66;68;62;58;60;65}
446,68,Foraging,Waiting Area,{63;65},{66;67;58;63;60;65}
447,24,Raised Guarding (Vigilant),Background,{},{}
447,58,Foraging,Foraging,{67;60},{66;68;67;62;63;60;65}
447,60,Foraging,Foraging,{66;67;58},{66;68;67;62;58;63;65}
447,62,Moving,Foraging,{66;67},{66;67;58;60;65}
447,63,Foraging,Waiting Area,{68},{68;58;60;65}
447,65,Foraging,Foraging,{68},{66;68;67;62;58;63;60}
447,66,Interacting with foreign object,Foraging,{62;67;60},{68;67;62;58;60;65}
447,67,Interacting with foreign object,Foraging,{66;62;58;60},{66;68;62;58;60;65}
447,68,Foraging,Waiting Area,{63;65},{66;67;58;63;60;65}
448,24,Raised Guarding (Vigilant),Background,{},{}
448,58,Foraging,Foraging,{67;60},{66;68;67;62;63;60;65}
448,60,Foraging,Foraging,{66;67;58},{66;68;67;62;58;63;65}
448,62,Foraging,Foraging,{66;67},{66;67;58;60;65}
448,63,Foraging,Waiting Area,{68},{68;58;60;65}
448,65,Dig burrow,Foraging,{68},{66;68;67;62;58;63;60}
448,66,Interacting with foreign object,Foraging,{62;67;60},{68;67;62;58;60;65}
448,67,Interacting with foreign object,Foraging,{66;62;58;60},{66;68;62;58;60;65}
448,68,Foraging,Waiting Area,{63;65},{66;67;58;63;60;65}
449,24,Raised Guarding (Vigilant),Background,{},{}
449,58,Foraging,Foraging,{60},{66;68;62;63;60;65}
449,60,Foraging,Foraging,{66;58},{66;68;62;58;63;65}
449,62,Foraging,Foraging,{66},{66;58;60;65}
449,63,Foraging,Waiting Area,{68},{68;58;60;65}
449,65,Dig burrow,Foraging,{68},{66;68;62;58;63;60}
449,66,Interacting with foreign object,Foraging,{62;60},{68;62;58;60;65}
449,68,Foraging,Waiting Area,{63;65},{66;58;63;60;65}
450,24,Moving,Background,{},{}
450,58,Foraging,Foraging,{60},{66;68;62;63;60;65}
450,60,Moving,Foraging,{66;62;58},{66;68;62;58;63;65}
450,62,Foraging,Foraging,{66;60},{66;58;60;65}
450,63,Foraging,Waiting Area,{68},{68;58;60;65}
450,65,Foraging,Foraging,{68},{66;68;62;58;63;60}
450,66,Interacting with foreign object,Foraging,{62;60},{68;62;58;60;65}
450,68,Foraging,Waiting Area,{63;65},{66;58;63;60;65}
451,24,Moving,Background,{},{}
451,58,Foraging,Foraging,{60},{66;68;62;63;60;65}
451,60,Moving,Foraging,{58},{66;68;62;58;63;65}
451,62,Foraging,Foraging,{66},{66;58;60;65}
451,63,Foraging,Waiting Area,{68},{68;58;60;65}
451,65,Foraging,Foraging,{68},{66;68;62;58;63;60}
451,66,Interacting with foreign object,Foraging,{62},{68;62;58;60;65}
451,68,Foraging,Waiting Area,{63;65},{66;58;63;60;65}
452,24,Low sitting/standing (stationary),Background,{},{}
452,58,Foraging,Foraging,{68;63},{68;63;60;65}
452,60,Moving,Foraging,{},{62;68;58;63}
452,62,Foraging,Foraging,{66},{66;60;65}
452,63,Foraging,Waiting Area,{68;58},{68;58;60;65}
452,65,Foraging,Foraging,{68},{66;68;62;58;63}
452,66,Interacting with foreign object,Foraging,{62},{62;68;65}
452,68,Foraging,Waiting Area,{58;65;63},{66;58;63;60;65}
453,24,Moving,Background,{},{}
453,58,Moving,Waiting Area,{63},{68;63;60;65}
453,60,Foraging,Foraging,{},{66;68;62;58;63;65}
453,62,Foraging,Foraging,{66},{66;60;65}
453,63,Foraging,Waiting Area,{68;58},{68;58;60;65}
453,65,Foraging,Foraging,{68},{66;68;62;58;63;60}
453,66,Interacting with foreign object,Foraging,{62},{62;60;65}
453,68,Foraging,Waiting Area,{63;65},{58;65;60;63}
454,58,Moving,Waiting Area,{63},{68;63;60;65}
454,60,Dig burrow,Foraging,{},{66;68;62;58;63;65}
454,62,Foraging,Foraging,{66},{66;60;65}
454,63,Foraging,Foraging,{68;58},{68;58;60;65}
454,65,Dig burrow,Foraging,{68},{66;68;62;58;63;60}
454,66,Interacting with foreign object,Foraging,{62},{62;68;60;65}
454,68,Foraging,Waiting Area,{63;65},{66;58;63;60;65}
455,58,Moving,Waiting Area,{68},{68;63;60;65}
455,60,Foraging,Foraging,{63},{66;68;62;58;63;65}
455,62,Foraging,Foraging,{66},{66;63;60;65}
455,63,Foraging,Foraging,{68;60},{66;68;62;58;60;65}
455,65,Foraging,Foraging,{68},{66;68;62;58;63;60}
455,66,Interacting with foreign object,Foraging,{62},{68;62;63;60;65}
455,68,Foraging,Waiting Area,{58;65;63},{66;58;63;60;65}
456,58,Moving,Waiting Area,{68},{68;63;60;65}
456,60,Foraging,Foraging,{63},{66;68;69;62;58;63;65}
456,62,Foraging,Foraging,{66;69},{66;69;63;60;65}
456,63,Foraging,Foraging,{68;60},{66;68;69;62;58;60;65}
456,65,Foraging,Foraging,{68},{66;68;69;62;58;63;60}
456,66,Foraging,Foraging,{62;69},{69;62;63;60;65}
456,68,Foraging,Waiting Area,{58;65;63},{69;58;63;60;65}
456,69,Playfight,Foraging,{66;62},{66;68;62;63;60;65}
457,60,Foraging,Foraging,{},{66;68;69;62;63;65}
457,62,Foraging,Foraging,{66;69},{66;69;60;65}
457,63,Foraging,Foraging,{68},{68;60;65}
457,65,Interacting with foreign object,Foraging,{68},{66;68;69;62;63;60}
457,66,Foraging,Foraging,{62;69},{62;69;60;65}
457,68,Foraging,Waiting Area,{63;65},{63;69;60;65}
457,69,Interacting with foreign object,Foraging,{66;62},{66;68;62;60;65}
458,60,Interacting with foreign object,Foraging,{},{66;68;69;62;63;65}
458,62,Foraging,Foraging,{66;69},{66;68;69;60;65}
458,63,Foraging,Foraging,{68},{68;60;65}
458,65,Interacting with foreign object,Foraging,{68},{66;68;69;62;63;60}
458,66,Foraging,Foraging,{62;69},{62;69;60;65}
458,68,Foraging,Waiting Area,{63;65},{69;62;63;60;65}
458,69,Interacting with foreign object,Foraging,{66;62},{66;68;62;60;65}
459,60,Interacting with foreign object,Foraging,{62;69},{66;68;69;62;63;65}
459,62,Foraging,Foraging,{66;69;60},{66;68;69;60;65}
459,63,Foraging,Foraging,{68},{68;60;65}
459,65,Interacting with foreign object,Foraging,{68},{66;68;69;62;63;60}
459,66,Foraging,Foraging,{62;69},{68;69;62;60;65}
459,68,Foraging,Waiting Area,{63;65},{66;69;62;63;60;65}
459,69,Interacting with foreign object,Foraging,{66;62;60},{66;68;62;60;65}
460,60,Foraging,Foraging,{62;69},{66;68;69;62;65}
460,62,Foraging,Foraging,{66;69;60},{66;68;69;60;65}
460,65,Interacting with foreign object,Foraging,{68},{66;68;69;62;60}
460,66,Dig burrow,Foraging,{62;69},{68;69;62;60;65}
460,68,Foraging,Waiting Area,{65},{66;69;62;60;65}
460,69,Interacting with foreign object,Foraging,{66;62;60},{66;68;62;60;65}
461,60,Foraging,Foraging,{62;69},{66;68;69;62;65}
461,62,Foraging,Foraging,{66;69;60;65},{66;68;69;60;65}
461,65,Interacting with foreign object,Foraging,{62;68;69},{66;68;69;62;60}
461,66,Foraging,Foraging,{62;69},{68;69;62;60;65}
461,68,Foraging,Waiting Area,{65},{66;69;62;60;65}
461,69,Interacting with foreign object,Foraging,{66;62;60;65},{66;68;62;60;65}
462,60,Foraging,Foraging,{62;69},{66;68;69;62;70;65}
462,62,Foraging,Foraging,{66;69;60},{66;68;70;69;60;65}
462,65,Interacting with foreign object,Foraging,{68;70},{66;68;70;69;62;60}
462,66,Foraging,Foraging,{62;69},{70;68;69;62;60;65}
462,68,Foraging,Waiting Area,{70;65},{66;70;69;62;60;65}
462,69,Interacting with foreign object,Foraging,{66;62;60},{66;68;70;62;60;65}
462,70,Foraging,Waiting Area,{68;65},{66;68;69;62;60;65}
463,60,Interacting with foreign object,Foraging,{62;69;65},{66;68;69;62;70;65}
463,62,Foraging,Foraging,{66;69;60;65},{66;68;70;69;60;65}
463,65,Interacting with foreign object,Foraging,{66;68;70;69;62;60},{66;68;70;69;62;60}
463,66,Foraging,Foraging,{62;69;65},{70;68;69;62;60;65}
463,68,Foraging,Waiting Area,{70;65},{66;70;69;62;60;65}
