Time,ID,Behaviour,Zone,Close_neighbours,Distant_neighbours
641,68,Foraging,Foraging,{76;75},{76;75;60}
641,74,Interacting with foreign object,Foraging,{66;62;60},{66;62;76;75;60}
641,75,Foraging,Foraging,{68;76},{66;68;62;76;60;74}
641,76,Foraging,Foraging,{68;75},{66;68;62;75;60;74}
642,60,Foraging,Foraging,{62},{66;68;62;76;75;74}
642,62,Foraging,Foraging,{60},{66;76;75;60;74}
642,66,Foraging,Waiting Area,{74},{62;60;74}
642,68,Foraging,Foraging,{76;75},{76;75;60}
642,74,Interacting with foreign object,Foraging,{66},{66;62;75;60}
642,75,Foraging,Foraging,{68;76},{68;62;76;60;74}
642,76,Foraging,Foraging,{68;75},{62;68;75;60}
643,60,Foraging,Foraging,{62;74},{66;68;62;76;75;74}
643,62,Foraging,Foraging,{60;74},{66;76;75;60;74}
643,66,Foraging,Waiting Area,{},{62;60;74}
643,68,Foraging,Foraging,{76;75},{76;75;60;74}
643,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
643,75,Foraging,Foraging,{68;76;74},{68;62;76;60;74}
643,76,Foraging,Foraging,{68;75;74},{68;62;75;60;74}
644,60,Foraging,Foraging,{62;74},{66;68;62;76;75;74}
644,62,Foraging,Foraging,{60;74},{66;76;75;60;74}
644,66,Foraging,Waiting Area,{},{62;60;74}
644,68,Foraging,Foraging,{76;75},{76;75;60;74}
644,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
644,75,Foraging,Foraging,{68;76;74},{68;62;76;60;74}
644,76,Foraging,Foraging,{68;75;74},{68;62;75;60;74}
645,60,Foraging,Foraging,{62;74},{66;68;62;76;75;74}
645,62,Foraging,Foraging,{60;74},{66;76;75;60;74}
645,66,Foraging,Waiting Area,{},{62;60;74}
645,68,Foraging,Foraging,{76;75},{76;75;60;74}
645,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
645,75,Foraging,Foraging,{68;76;74},{68;62;76;60;74}
645,76,Foraging,Foraging,{68;75;74},{68;62;75;60;74}
646,60,Foraging,Foraging,{62;74},{66;68;62;76;75;74}
646,62,Foraging,Foraging,{60;74},{66;76;75;60;74}
646,66,Foraging,Waiting Area,{},{62;60;74}
646,68,Foraging,Foraging,{76;75},{76;75;60;74}
646,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
646,75,Foraging,Foraging,{68;76;74},{68;62;76;60;74}
646,76,Foraging,Foraging,{68;75;74},{68;62;75;60;74}
647,60,Foraging,Foraging,{62;76;74},{66;68;62;76;75;74}
647,62,Dig burrow,Foraging,{60;74},{66;76;75;60;74}
647,66,Foraging,Waiting Area,{},{62;60;74}
647,68,Foraging,Foraging,{76;75},{76;75;60;74}
647,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
647,75,Foraging,Foraging,{68;76;74},{68;62;76;60;74}
647,76,Interacting with foreign object,Foraging,{68;75;60;74},{68;62;75;60;74}
648,60,Foraging,Foraging,{62;76;74},{66;68;62;76;75;74}
648,62,Foraging,Foraging,{60;74},{66;76;75;60;74}
648,66,Foraging,Foraging,{},{62;60;74}
648,68,Foraging,Foraging,{76;75},{76;75;60;74}
648,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
648,75,Foraging,Foraging,{68;76;74},{68;62;76;60;74}
648,76,Interacting with foreign object,Foraging,{68;75;60;74},{68;62;75;60;74}
649,60,Foraging,Foraging,{66;62;76;74},{66;68;62;76;75;74}
649,62,Foraging,Foraging,{66;60;74},{66;76;75;60;74}
649,66,Foraging,Foraging,{62;76;60;74},{68;62;76;75;60;74}
649,68,Foraging,Foraging,{76;75},{66;76;75;60;74}
649,74,Interacting with foreign object,Foraging,{66;62;76;75;60},{66;68;62;76;75;60}
649,75,Foraging,Foraging,{68;76;74},{66;68;62;76;60;74}
649,76,Interacting with foreign object,Foraging,{66;68;75;60;74},{66;68;62;75;60;74}
650,60,Foraging,Foraging,{66;62;76},{66;68;62;76;75;74}
650,62,Foraging,Foraging,{66;60},{66;76;75;60;74}
650,66,Foraging,Foraging,{62;76;60},{68;62;76;75;60;74}
650,68,Foraging,Foraging,{76;75},{66;76;75;60}
650,74,Interacting with foreign object,Foraging,{},{66;62;76;75;60}
650,75,Foraging,Foraging,{68;76},{66;68;62;76;60;74}
650,76,Interacting with foreign object,Foraging,{66;68;75;60},{66;68;62;75;60;74}
651,60,Foraging,Foraging,{66;62;76},{66;68;62;76;75;74}
651,62,Foraging,Foraging,{66;60},{66;76;75;60;74}
651,66,Foraging,Foraging,{62;76;60},{68;62;76;75;60;74}
651,68,Foraging,Foraging,{76;75},{66;76;75;60}
651,74,Interacting with foreign object,Foraging,{},{66;62;76;75;60}
651,75,Foraging,Foraging,{68;76},{66;68;62;76;60;74}
651,76,Interacting with foreign object,Foraging,{66;68;75;60},{66;68;62;75;60;74}
652,60,Foraging,Foraging,{66;62;76},{66;68;62;76;75;74}
652,62,Foraging,Foraging,{66;60},{66;76;75;60;74}
652,66,Foraging,Foraging,{62;76;60},{68;62;76;75;60;74}
652,68,Foraging,Foraging,{76;75},{66;76;75;60}
652,74,Interacting with foreign object,Foraging,{},{66;62;76;75;60}
652,75,Foraging,Foraging,{68;76},{66;68;62;76;60;74}
652,76,Foraging,Foraging,{66;68;75;60},{66;68;62;75;60;74}
653,60,Foraging,Foraging,{62;76;74},{66;68;62;76;75;74}
653,62,Foraging,Foraging,{60;74},{66;76;75;60;74}
653,66,Foraging,Waiting Area,{},{62;60;74}
653,68,Dig burrow,Foraging,{76;75},{76;75;60;74}
653,74,Interacting with foreign object,Foraging,{62;76;60},{66;68;62;76;75;60}
653,75,Foraging,Foraging,{68;76},{68;62;76;60;74}
653,76,Foraging,Foraging,{68;75;60;74},{68;62;75;60;74}
654,60,Foraging,Foraging,{62;76;74},{66;68;62;76;75;74}
654,62,Foraging,Foraging,{60;74},{66;76;75;60;74}
654,66,Foraging,Foraging,{},{62;60;74}
654,68,Foraging,Foraging,{76;75},{76;75;60;74}
654,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
654,75,Foraging,Foraging,{68;76;74},{68;62;76;60;74}
654,76,Foraging,Foraging,{68;75;60;74},{68;62;75;60;74}
655,60,Foraging,Foraging,{62;76;74},{66;68;62;76;75;74}
655,62,Foraging,Foraging,{60;74},{66;76;75;60;74}
655,66,Foraging,Waiting Area,{},{62;60;74}
655,68,Foraging,Foraging,{76;75},{76;75;60;74}
655,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
655,75,Foraging,Foraging,{68;76;74},{68;62;76;60;74}
655,76,Foraging,Foraging,{68;75;60;74},{68;62;75;60;74}
656,60,Foraging,Foraging,{62;76;74},{66;68;62;76;75;74}
656,62,Foraging,Foraging,{60;74},{66;76;75;60;74}
656,66,Foraging,Waiting Area,{},{62;60;74}
656,68,Foraging,Foraging,{76;75},{76;75;60;74}
656,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
656,75,Foraging,Foraging,{68;76;74},{68;62;76;60;74}
656,76,Foraging,Foraging,{68;75;60;74},{68;62;75;60;74}
657,60,Foraging,Foraging,{62;76;74},{66;68;62;76;75;74}
657,62,Foraging,Foraging,{60;74},{66;68;76;75;60;74}
657,66,Foraging,Waiting Area,{},{62;60;74}
657,68,Foraging,Foraging,{76;75},{62;76;75;60;74}
657,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
657,75,Foraging,Foraging,{68;76;74},{68;62;76;60;74}
657,76,Foraging,Foraging,{68;75;60;74},{68;62;75;60;74}
658,60,Foraging,Foraging,{62;76;74},{66;68;62;76;75;74}
658,62,Foraging,Foraging,{60;74},{66;68;76;75;60;74}
658,66,Foraging,Waiting Area,{},{62;60;74}
658,68,Foraging,Foraging,{76;75},{62;76;75;60;74}
658,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
658,75,Foraging,Foraging,{68;76;74},{68;62;76;60;74}
658,76,Foraging,Foraging,{68;75;60;74},{68;62;75;60;74}
659,60,Foraging,Foraging,{62;76;74},{66;68;62;76;75;74}
659,62,Foraging,Foraging,{76;60;74},{66;68;76;75;60;74}
659,66,Foraging,Waiting Area,{},{62;60;74}
659,68,Foraging,Foraging,{76;75},{62;76;75;60;74}
659,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
659,75,Foraging,Foraging,{68;76;74},{68;62;76;60;74}
659,76,Foraging,Foraging,{68;62;75;60;74},{68;62;75;60;74}
660,60,Foraging,Foraging,{62;76;74},{66;68;62;76;75;74}
660,62,Foraging,Foraging,{76;60;74},{66;68;76;75;60;74}
660,66,Foraging,Waiting Area,{},{62;60;74}
660,68,Foraging,Foraging,{76;75},{62;76;75;60;74}
660,74,Interacting with foreign object,Foraging,{62;76;75;60},{66;68;62;76;75;60}
660,75,Foraging,Foraging,{68;76;74},{68;62;76;60;74}
660,76,Interacting with foreign object,Foraging,{68;62;75;60;74},{68;62;75;60;74}
661,60,Foraging,Foraging,{62;76;74},{66;68;62;76;75;74}
661,62,Foraging,Foraging,{60;74},{66;68;76;75;60;74}
661,66,Foraging,Waiting Area,{},{62;60;74}
661,68,Foraging,Foraging,{76;75;74},{62;76;75;60;74}
661,74,Interacting with foreign object,Foraging,{68;62;76;75;60},{66;68;62;76;75;60}
661,75,Foraging,Foraging,{68;76;74},{68;62;76;60;74}
661,76,Interacting with foreign object,Foraging,{68;75;60;74},{68;62;75;60;74}
662,60,Foraging,Foraging,{62;76;68;74},{66;68;62;76;75;74}
662,62,Foraging,Foraging,{68;76;60;74},{66;68;76;75;60;74}
662,66,Foraging,Waiting Area,{},{62;60;74}
662,68,Foraging,Foraging,{62;76;75;60;74},{62;76;75;60;74}
662,74,Interacting with foreign object,Foraging,{68;62;76;75;60},{66;68;62;76;75;60}
662,75,Foraging,Foraging,{68;76;74},{68;62;76;60;74}
662,76,Interacting with foreign object,Foraging,{68;62;75;60;74},{68;62;75;60;74}
663,60,Foraging,Foraging,{62;76;68;74},{66;68;62;76;75;74}
663,62,Foraging,Foraging,{68;76;60;74},{66;68;76;75;60;74}
663,66,Foraging,Waiting Area,{},{62;60;74}
663,68,Foraging,Foraging,{62;76;75;60;74},{62;76;75;60;74}
663,74,Interacting with foreign object,Foraging,{62;76;68;60},{66;68;62;76;75;60}
663,75,Foraging,Foraging,{68;76},{68;62;76;60;74}
663,76,Interacting with foreign object,Foraging,{68;62;75;60;74},{68;62;75;60;74}
664,60,Interacting with foreign object,Foraging,{68;62;78;76;74},{66;68;62;78;76;75;74}
664,62,Foraging,Foraging,{68;78;76;60;74},{68;78;76;75;60;74}
664,66,Foraging,Waiting Area,{},{60}
664,68,Foraging,Foraging,{62;78;76;75;60;74},{62;78;76;75;60;74}
664,74,Interacting with foreign object,Foraging,{68;62;78;76;60},{68;62;78;76;75;60}
664,75,Foraging,Foraging,{68;76;78},{68;62;78;76;60;74}
664,76,Dig burrow,Foraging,{68;62;78;75;60;74},{68;62;78;75;60;74}
664,78,Interacting with foreign object,Foraging,{68;62;76;75;60;74},{68;62;76;75;60;74}
665,60,Interacting with foreign object,Foraging,{62;68;78;74},{66;68;62;78;76;75;74}
665,62,Foraging,Foraging,{68;78;76;60;74},{66;68;78;76;75;60;74}
665,66,Foraging,Waiting Area,{},{62;60}
665,68,Foraging,Foraging,{62;78;76;75;60;74},{62;78;76;75;60;74}
665,74,Interacting with foreign object,Foraging,{68;62;78;76;60},{68;62;78;76;75;60}
665,75,Foraging,Foraging,{68;76;78},{68;62;78;76;60;74}
665,76,Foraging,Foraging,{68;62;78;75;74},{68;62;78;75;60;74}
665,78,Interacting with foreign object,Foraging,{68;62;76;75;60;74},{68;62;76;75;60;74}
666,60,Interacting with foreign object,Foraging,{68;62;78;76;74},{66;68;62;78;76;75;74}
666,62,Foraging,Foraging,{68;78;76;60;74},{66;68;78;76;75;60;74}
666,66,Foraging,Waiting Area,{},{62;60}
666,68,Foraging,Foraging,{62;78;76;75;60;74},{62;78;76;75;60;74}
666,74,Interacting with foreign object,Foraging,{68;62;78;76;75;60},{68;62;78;76;75;60}
666,75,Foraging,Foraging,{68;76;78;74},{68;62;78;76;60;74}
666,76,Foraging,Foraging,{68;62;78;75;60;74},{68;62;78;75;60;74}
666,78,Interacting with foreign object,Foraging,{68;62;76;75;60;74},{68;62;76;75;60;74}
667,60,Interacting with foreign object,Foraging,{68;62;78;76;74},{66;68;62;78;76;75;74}
667,62,Foraging,Foraging,{68;78;76;60;74},{68;78;76;75;60;74}
667,66,Foraging,Waiting Area,{},{60}
667,68,Foraging,Foraging,{62;78;76;75;60;74},{62;78;76;75;60;74}
667,74,Interacting with foreign object,Foraging,{68;62;78;76;75;60},{68;62;78;76;75;60}
667,75,Foraging,Foraging,{68;76;78;74},{68;62;78;76;60;74}
667,76,Foraging,Foraging,{68;62;78;75;60;74},{68;62;78;75;60;74}
667,78,Interacting with foreign object,Foraging,{68;62;76;75;60;74},{68;62;76;75;60;74}
668,60,Interacting with foreign object,Foraging,{68;62;78;76;74},{66;68;62;78;76;75;74}
668,62,Foraging,Foraging,{68;78;76;60;74},{68;78;76;75;60;74}
668,66,Foraging,Waiting Area,{},{60}
668,68,Foraging,Foraging,{62;78;76;75;60;74},{62;78;76;75;60;74}
668,74,Interacting with foreign object,Foraging,{68;62;78;76;75;60},{68;62;78;76;75;60}
668,75,Foraging,Foraging,{68;76;78;74},{68;62;78;76;60;74}
668,76,Foraging,Foraging,{68;62;78;75;60;74},{68;62;78;75;60;74}
668,78,Interacting with foreign object,Foraging,{68;62;76;75;60;74},{68;62;76;75;60;74}
669,60,Interacting with foreign object,Foraging,{68;62;78;76;74},{66;68;62;78;76;75;74}
669,62,Foraging,Foraging,{68;78;76;60;74},{66;68;78;76;75;60;74}
669,66,Foraging,Waiting Area,{},{62;60}
669,68,Foraging,Foraging,{62;78;76;75;60;74},{62;78;76;75;60;74}
669,74,Interacting with foreign object,Foraging,{68;62;78;76;75;60},{68;62;78;76;75;60}
669,75,Foraging,Foraging,{68;76;78;74},{68;62;78;76;60;74}
669,76,Foraging,Foraging,{68;62;78;75;60;74},{68;62;78;75;60;74}
669,78,Interacting with foreign object,Foraging,{68;62;76;75;60;74},{68;62;76;75;60;74}
670,60,Interacting with foreign object,Foraging,{68;62;78;76;74},{66;68;62;78;76;75;74}
670,62,Foraging,Foraging,{68;78;76;60;74},{66;68;78;76;75;60;74}
670,66,Foraging,Foraging,{},{62;60;74}
670,68,Foraging,Foraging,{62;78;76;60;74},{62;78;76;75;60;74}
670,74,Interacting with foreign object,Foraging,{68;62;78;76;75;60},{66;68;62;78;76;75;60}
670,75,Foraging,Foraging,{76;78;74},{68;62;78;76;60;74}
670,76,Foraging,Foraging,{68;62;78;75;60;74},{68;62;78;75;60;74}
670,78,Interacting with foreign object,Foraging,{68;62;76;75;60;74},{68;62;76;75;60;74}
671,60,Interacting with foreign object,Foraging,{68;62;78;76;74},{66;68;62;78;76;75;74}
671,62,Foraging,Foraging,{68;78;76;60;74},{66;68;78;76;75;60;74}
671,66,Foraging,Waiting Area,{},{62;60;74}
671,68,Foraging,Foraging,{62;78;76;60;74},{62;78;76;75;60;74}
671,74,Interacting with foreign object,Foraging,{68;62;78;76;75;60},{66;68;62;78;76;75;60}
671,75,Foraging,Foraging,{76;78;74},{68;62;78;76;60;74}
671,76,Foraging,Foraging,{68;62;78;75;60;74},{68;62;78;75;60;74}
671,78,Interacting with foreign object,Foraging,{68;62;76;75;60;74},{68;62;76;75;60;74}
672,60,Interacting with foreign object,Foraging,{68;62;78;76;74},{66;68;62;78;76;75;74}
672,62,Foraging,Foraging,{68;78;76;60;74},{66;68;78;76;75;60;74}
672,66,Foraging,Waiting Area,{},{62;60;74}
672,68,Foraging,Foraging,{62;78;76;60;74},{62;78;76;75;60;74}
672,74,Interacting with foreign object,Foraging,{68;62;78;76;75;60},{66;68;62;78;76;75;60}
672,75,Foraging,Foraging,{76;78;74},{68;62;78;76;60;74}
672,76,Foraging,Foraging,{68;62;78;75;60;74},{68;62;78;75;60;74}
672,78,Interacting with foreign object,Foraging,{68;62;76;75;60;74},{68;62;76;75;60;74}
673,60,Interacting with foreign object,Foraging,{62;68;78;74},{66;68;62;78;76;75;74}
673,62,Dig burrow,Foraging,{68;78;60;74},{66;68;78;76;75;60;74}
673,66,Foraging,Foraging,{},{68;62;76;60;74}
673,68,Foraging,Foraging,{62;78;60;74},{66;62;78;76;75;60;74}
673,74,Interacting with foreign object,Foraging,{68;62;78;75;60},{66;68;62;78;76;75;60}
673,75,Foraging,Foraging,{78;74},{68;62;78;76;60;74}
673,76,Foraging,Foraging,{},{66;68;62;78;75;60;74}
673,78,Interacting with foreign object,Foraging,{68;62;75;60;74},{68;62;76;75;60;74}
674,60,Interacting with foreign object,Foraging,{66;68;62;78;74},{66;68;62;78;76;75;74}
674,62,Foraging,Foraging,{66;68;78;60;74},{66;68;78;76;75;60;74}
674,66,Foraging,Foraging,{62;68;60;74},{68;62;78;76;75;60;74}
674,68,Foraging,Foraging,{66;62;78;60;74},{66;62;78;76;75;60;74}
674,74,Interacting with foreign object,Foraging,{66;68;62;78;75;60},{66;68;62;78;76;75;60}
674,75,Foraging,Foraging,{78;74},{66;68;62;78;76;60;74}
674,76,Dig burrow,Foraging,{},{66;68;62;78;75;60;74}
674,78,Interacting with foreign object,Foraging,{68;62;75;60;74},{66;68;62;76;75;60;74}
675,60,Interacting with foreign object,Foraging,{66;68;62;78;74},{66;68;62;78;76;75;74}
675,62,Foraging,Foraging,{66;68;78;60;74},{66;68;78;76;75;60;74}
675,66,Interacting with foreign object,Foraging,{68;62;78;60;74},{68;62;78;76;75;60;74}
675,68,Foraging,Foraging,{66;62;78;60;74},{66;62;78;76;75;60;74}
675,74,Interacting with foreign object,Foraging,{66;68;62;78;75;60},{66;68;62;78;76;75;60}
675,75,Foraging,Foraging,{78;74},{66;68;62;78;76;60;74}
675,76,Interacting with foreign object,Foraging,{},{66;68;62;78;75;60;74}
675,78,Interacting with foreign object,Foraging,{66;68;62;75;60;74},{66;68;62;76;75;60;74}
676,60,Interacting with foreign object,Foraging,{66;68;62;78;74},{66;68;62;78;76;75;74}
676,62,Foraging,Foraging,{66;68;78;60;74},{66;68;78;76;75;60;74}
676,66,Interacting with foreign object,Foraging,{68;62;78;60;74},{68;62;78;76;75;60;74}
676,68,Foraging,Foraging,{66;62;78;60;74},{66;62;78;76;75;60;74}
676,74,Interacting with foreign object,Foraging,{66;68;62;78;75;60},{66;68;62;78;76;75;60}
676,75,Foraging,Foraging,{78;74},{66;68;62;78;76;60;74}
676,76,Interacting with foreign object,Foraging,{},{66;68;62;78;75;60;74}
676,78,Interacting with foreign object,Foraging,{66;68;62;75;60;74},{66;68;62;76;75;60;74}
677,60,Moving,Foraging,{66;62;68;78},{66;68;62;78;76;75}
677,62,Foraging,Foraging,{66;68;78;60},{66;68;78;76;75;60}
677,66,Interacting with foreign object,Foraging,{62;68;78;60},{68;62;78;76;75;60}
677,68,Foraging,Foraging,{66;62;78;60},{66;62;78;76;75;60}
677,75,Foraging,Foraging,{78},{66;68;62;78;76;60}
677,76,Foraging,Foraging,{},{66;68;62;78;75;60}
677,78,Interacting with foreign object,Foraging,{66;68;62;75;60},{66;68;62;76;75;60}
678,60,Foraging,Waiting Area,{},{66;62;76;79}
678,62,Foraging,Foraging,{66;68;78;79},{79;66;68;78;76;75;60}
678,66,Moving,Foraging,{62;68;78;79},{79;68;62;78;76;75;60}
678,68,Foraging,Foraging,{66;62;78;79},{79;66;62;78;76;75}
678,75,Foraging,Foraging,{78;79},{79;66;68;62;78;76}
678,76,Dig burrow,Foraging,{},{79;66;68;62;78;75;60}
678,78,Interacting with foreign object,Foraging,{79;66;68;62;75},{79;66;68;62;76;75}
678,79,Interacting with foreign object,Foraging,{66;68;62;78;75},{66;68;62;78;76;75;60}
679,60,Foraging,Waiting Area,{},{66;62;76;79}
679,62,Foraging,Foraging,{66;68;78;79},{79;66;68;78;76;75;60}
679,66,Foraging,Foraging,{62;68;79},{79;68;62;78;76;75;60}
679,68,Foraging,Foraging,{66;62;78;79},{79;66;62;78;76;75}
679,75,Foraging,Foraging,{78;79},{79;66;68;62;78;76}
679,76,Interacting with foreign object,Foraging,{},{79;66;68;62;78;75;60}
679,78,Interacting with foreign object,Foraging,{62;68;75;79},{79;66;68;62;76;75}
679,79,Interacting with foreign object,Foraging,{66;68;62;78;75},{66;68;62;78;76;75;60}
680,60,Dig burrow,Waiting Area,{},{66;62;76;79}
680,62,Foraging,Foraging,{66;68;78;79},{79;66;68;78;76;75;60}
680,66,Foraging,Foraging,{62;68;79},{79;68;62;78;76;75;60}
680,68,Foraging,Foraging,{66;62;78;79},{79;66;62;78;76;75}
680,75,Foraging,Foraging,{78;79},{79;66;68;62;78;76}
680,76,Interacting with foreign object,Foraging,{},{79;66;68;62;78;75;60}
680,78,Interacting with foreign object,Foraging,{62;68;75;79},{79;66;68;62;76;75}
680,79,Interacting with foreign object,Foraging,{66;68;62;78;75},{66;68;62;78;76;75;60}
681,60,Foraging,Waiting Area,{},{66;76}
681,62,Foraging,Foraging,{66;68;78;79},{79;66;68;78;76;75}
681,66,Foraging,Foraging,{62;68;79},{79;68;62;78;76;60}
681,68,Foraging,Foraging,{66;62;78;79},{79;66;62;78;76;75}
681,75,Foraging,Foraging,{78;79},{79;68;62;78;76}
681,76,Interacting with foreign object,Foraging,{},{79;66;68;62;78;75;60}
681,78,Interacting with foreign object,Foraging,{62;68;75;79},{79;66;68;62;76;75}
681,79,Interacting with foreign object,Foraging,{66;68;62;78;75},{66;68;62;78;76;75}
682,60,Foraging,Waiting Area,{},{66;76}
682,62,Foraging,Foraging,{66;68;78;79},{79;66;68;78;76;75}
682,66,Foraging,Foraging,{62;68;79},{79;68;62;78;76;60}
682,68,Foraging,Foraging,{66;62;78;79},{79;66;62;78;76;75}
682,75,Foraging,Foraging,{78},{79;68;62;78;76}
682,76,Interacting with foreign object,Foraging,{},{79;66;68;62;78;75;60}
682,78,Interacting with foreign object,Foraging,{62;68;75;79},{79;66;68;62;76;75}
682,79,Interacting with foreign object,Foraging,{66;62;68;78},{66;68;62;78;76;75}
683,60,Foraging,Waiting Area,{},{66;76}
683,62,Foraging,Foraging,{66;68;78;79},{79;66;68;78;76;75}
683,66,Foraging,Foraging,{62;68;79},{79;68;62;78;76;60}
683,68,Foraging,Foraging,{66;62;78;79},{79;66;62;78;76;75}
683,75,Foraging,Foraging,{78;79},{79;68;62;78;76}
683,76,Foraging,Foraging,{},{79;66;68;62;78;75;60}
683,78,Interacting with foreign object,Foraging,{62;68;75;79},{79;66;68;62;76;75}
683,79,Interacting with foreign object,Foraging,{66;68;62;78;75},{66;68;62;78;76;75}
684,60,Foraging,Waiting Area,{},{66;76}
684,62,Foraging,Foraging,{66;68;78;79},{79;66;68;78;76;75}
684,66,Foraging,Foraging,{62;68;79},{79;68;62;78;76;60}
684,68,Foraging,Foraging,{66;62;78;79},{79;66;62;78;76;75}
684,75,Foraging,Foraging,{78;79},{79;68;62;78;76}
684,76,Foraging,Foraging,{},{79;66;68;62;78;75;60}
684,78,Interacting with foreign object,Foraging,{62;68;75;79},{79;66;68;62;76;75}
684,79,Interacting with foreign object,Foraging,{66;68;62;78;75},{66;68;62;78;76;75}
685,60,Foraging,Waiting Area,{},{66;76}
685,62,Interacting with foreign object,Foraging,{66;68;78;79},{79;66;68;78;76;75}
685,66,Foraging,Foraging,{62;68;79},{79;68;62;78;60}
685,68,Foraging,Foraging,{66;62;79},{79;66;62;78;76;75}
685,75,Foraging,Foraging,{78;79},{79;68;62;78;76}
685,76,Foraging,Foraging,{},{79;68;62;78;75;60}
685,78,Interacting with foreign object,Foraging,{62;75;79},{79;66;68;62;76;75}
685,79,Interacting with foreign object,Foraging,{66;68;62;78;75},{66;68;62;78;76;75}
686,60,Moving,Waiting Area,{},{66;62;76;79}
686,62,Interacting with foreign object,Foraging,{66;68;78;79},{79;66;68;78;76;75;60}
686,66,Foraging,Foraging,{62;68},{79;68;62;78;76;60}
